1,1.945036,-2.064989,-0.002879
2,1.000233,-1.020576,-0.119431
3,1.481583,0.306437,-0.265421
4,2.864734,0.553093,-0.271031
5,3.789210,-0.491698,-0.130628
6,3.321347,-1.808372,-0.001447
7,-0.462036,-1.274573,-0.100204
8,0.524765,1.458414,-0.482366
9,-0.080256,2.146378,0.681147
10,-0.157325,3.624503,0.639232
11,-0.472092,1.383254,1.890795
12,-1.352502,-0.283696,-0.587868
13,-2.739030,-0.484494,-0.500166
14,-3.261323,-1.672083,0.035338
15,-2.387740,-2.661262,0.511012
16,-1.002607,-2.455684,0.452879
17,-0.878545,1.035596,-1.238317
18,-0.634673,0.781832,-2.306818
19,-1.724708,2.069117,-1.079008
20,1.598822,-3.097326,0.057600
21,3.215536,1.581286,-0.393089
22,4.860560,-0.281398,-0.135265
23,4.026384,-2.637479,0.086501
24,0.987833,2.207244,-1.140887
25,-0.577674,3.886828,-0.350226
26,-0.766312,4.046670,1.450869
27,0.866534,4.046694,0.688709
28,-0.768009,2.038141,2.721397
29,-1.313018,0.715014,1.628746
30,0.347034,0.708238,2.196040
31,-3.386528,0.317062,-0.856768
32,-4.342448,-1.815568,0.097086
33,-2.779828,-3.582245,0.947746
34,-0.337263,-3.209429,0.876557
